nombre_ent,nombre_mun,nombre_tip,d_nombre,d_codigopo
Hidalgo,Huejutla de Reyes,Colonia,Azteca,43000
Veracruz de Ignacio de la Llave,Misantla,Ejido,Venustiano Carranza,93835
Baja California,Tijuana,Parque industrial,Valle Bonito,22250
Tabasco,Centro,Colonia,Triunfo la Manga I,86099
Guanajuato,Apaseo el Grande,Hacienda,Jocoque,38174
Distrito Federal,Xochimilco,Campamento,Tototitla,16550
Chihuahua,Chihuahua,Colonia,Cerro Grande,31054
Tamaulipas,Matamoros,Colonia,Libertad,87394
Puebla,Caltepec,Pueblo,Caltepec,75890
Hidalgo,Huejutla de Reyes,Colonia,Indios Verdes,43000
Coahuila de Zaragoza,Saltillo,Colonia,Conejo Ixtlero,25298
Guerrero,San Miguel Totolapan,Pueblo,Villa Hidalgo,40785
Veracruz de Ignacio de la Llave,Misantla,Pueblo,Loma Del Cojolite,93836
Tabasco,Huimanguillo,Ejido,El Complejo,86436
Chihuahua,Chihuahua,Colonia,Las Vencedoras,31054
Tamaulipas,Matamoros,Colonia,El Cambio,87394
Coahuila de Zaragoza,Saltillo,Residencial,Los Geranios,25296
Chiapas,Tapachula,Residencial,Los Tulipanes,30797
Baja California,Tijuana,Fraccionamiento,Otay Colonial,22436
Tabasco,Centro,Residencial,Puerta de Hierro,86039
Guanajuato,Apaseo el Grande,Colonia,La Villita,38165
Distrito Federal,Xochimilco,Campamento,Tecoloxtitla,16776
Chihuahua,Chihuahua,Fraccionamiento,Villas del Sur,31054
Tamaulipas,Matamoros,Colonia,Servando Canales,87394
Hidalgo,Huejutla de Reyes,Colonia,Comaltepec,43000
Coahuila de Zaragoza,Saltillo,Fraccionamiento,Privadas de Santiago,25210
Guerrero,San Miguel Totolapan,Campamento,San Francisco,40786
Chiapas,Tapachula,Fraccionamiento,Universitario,30797
Tabasco,Macuspana,Fraccionamiento,INDUVITAB,86726
Distrito Federal,Xochimilco,Colonia,El Mirador,16776
Chihuahua,Chihuahua,Colonia,Loma Alta,31054
Puebla,Caltepec,Pueblo,Acatepec,75895
Hidalgo,Huejutla de Reyes,Colonia,Servidor Agrario,43000
Oaxaca,Putla Villa de Guerrero,Barrio,Chilapa,71006
Chiapas,Tapachula,Fraccionamiento,Valle Dorado,30797
Baja California,Mexicali,Pueblo,Francisco Santana Peralta,21820
Tabasco,Centro,Fraccionamiento,La Gran Villa,86035
Guanajuato,Apaseo el Grande,Pueblo,San Pedro Tenango el Nuevo (Tenango el Nuevo),38166
Chiapas,Arriaga,Colonia,Buenos Aires,30453
Coahuila de Zaragoza,Monclova,Fraccionamiento,Aguilar 3er Sector,25776
Chihuahua,Chihuahua,Colonia,San Agustin,31054
Tamaulipas,Matamoros,Colonia,Cabras Pintas,87395
Jalisco,Cocula,Colonia,Cocula Centro,48500
Hidalgo,Huejutla de Reyes,Colonia,Murillo Karam,43000
Oaxaca,Putla Villa de Guerrero,Barrio,Guadalupe Yutee,71006
Veracruz de Ignacio de la Llave,Misantla,Ejido,El Pozon,93843
Baja California,Tijuana,Fraccionamiento,Bosques de La Presa,22125
Chiapas,Arriaga,Colonia,Ejidal,30453
Tabasco,Macuspana,Colonia,Luis Donaldo Colosio,86709
Distrito Federal,Xochimilco,Colonia,El Sacrificio,16780
Chihuahua,Chihuahua,Colonia,San Jorge,31054
Jalisco,Cocula,Ejido,Santa Teresa,48506
Puebla,Caltepec,Pueblo,Coatepec,75896
Hidalgo,Huejutla de Reyes,Colonia,Doctores,43000
Veracruz de Ignacio de la Llave,Misantla,Ejido,Los ?dolos,93844
Baja California,Mexicali,Pueblo,Mesa Arenosa de Andrade (Villa Zapata),21925
Chiapas,Arriaga,Colonia,Nueva Esperanza,30453
Distrito Federal,Xochimilco,Campamento,San Francisco Chiquimola,16780
Tamaulipas,Matamoros,Colonia,Cuatro Caminos,87395
Hidalgo,Huejutla de Reyes,Colonia,Lomas de Chapultepec,43000
Oaxaca,Putla Villa de Guerrero,Barrio,La Cruz,71006
Veracruz de Ignacio de la Llave,Misantla,Pueblo,Guadalupe Victoria,93833
Baja California,Mexicali,Colonia,El Colonial,21137
Guanajuato,Apaseo el Grande,Ejido,Guadalupe del Monte (El Ranchito),38176
Chiapas,Arriaga,Colonia,Infonavit San Isidro,30453
Distrito Federal,Xochimilco,Colonia,Cristo Rey,16780
Chihuahua,Chihuahua,Colonia,San Juan,31054
Hidalgo,Mineral de la Reforma,Colonia,Felipe ?ngeles,42184
Veracruz de Ignacio de la Llave,Misantla,Ejido,Trapiches,93845
Baja California,Mexicali,Colonia,Villas Coahuila,21137
Tabasco,Centro,Zona industrial,Ciudad Induistrial 2da Etapa,86019
Coahuila de Zaragoza,Monclova,Colonia,Guadalupe Norte,25720
Chihuahua,Chihuahua,Colonia,Unidad Proletaria,31054
Jalisco,Cocula,Ejido,Agua Caliente,48510
Guerrero,San Miguel Totolapan,Pueblo,Pericotepec,40790
Oaxaca,Putla Villa de Guerrero,Barrio,Calaveras,71007
Chiapas,Villaflores,Fraccionamiento,Las Flores,30476
Tabasco,Centro,Residencial,Los Robles,86143
Jalisco,Cocula,Ejido,Camichines,48510
Oaxaca,Putla Villa de Guerrero,Barrio,Cantarranas,71007
Veracruz de Ignacio de la Llave,Landero y Coss,Ejido,Landero y Coss,93860
Tabasco,Huimanguillo,Ejido,La Candelaria,86446
Distrito Federal,Xochimilco,Colonia,Rosario Tlali,16810
Chihuahua,Chihuahua,Colonia,Valle Escondido,31054
Tamaulipas,Matamoros,Colonia,Los ?banos,87395
Jalisco,Cocula,Ejido,San Pablo,48512
Sonora,Etchojoa,Barrio,Barrio Pacheco,85285
Veracruz de Ignacio de la Llave,Chiconquiaco,Pueblo,Chiconquiaco,93880
Oaxaca,Putla Villa de Guerrero,Fraccionamiento,Costa Chica,71007
Puebla,Vicente Guerrero,Pueblo,San Bernardino Lagunas,75900
Baja California,Tijuana,Fraccionamiento,El Laurel I,22253
Tabasco,Centro,Fraccionamiento,27 de Octubre,86288
Guanajuato,Apaseo el Grande,Colonia,Las Higueras,38168
Distrito Federal,Xochimilco,Campamento,Axcallote,16819
Chihuahua,Chihuahua,Colonia,Villa Dolores,31054
Jalisco,Cocula,Ejido,La Estanzuela,48520
Coahuila de Zaragoza,Piedras Negras,Fraccionamiento,Argentinas,26017
Sonora,Etchojoa,Colonia,Colonia Nacozari,85285
Guerrero,San Miguel Totolapan,Pueblo,Coronilla,40792
Oaxaca,Putla Villa de Guerrero,Barrio,El Calvario,71007
Baja California,Tijuana,Fraccionamiento,Paseos del Vergel,22253
Tabasco,Centro,Fraccionamiento,Chichicaste,86280
Guanajuato,Apaseo el Grande,Colonia,Venustiano Carranza,38168
Chihuahua,Chihuahua,Colonia,Adelitas I,31054
Tamaulipas,Matamoros,Colonia,Ernesto Elizondo,87395
Jalisco,Cocula,Ejido,La Sauceda,48520
Coahuila de Zaragoza,Piedras Negras,Residencial,Del Lago,26069
Puebla,Vicente Guerrero,Pueblo,Tepetzitzintla,75900
Baja California,Tijuana,Fraccionamiento,Vistas de Palmillas,22253
Tabasco,Centro,Fraccionamiento,Loma Real,86170
Guanajuato,Apaseo el Grande,Colonia,Miravalle,38167
Distrito Federal,Xochimilco,Campamento,Atocle,16850
Chihuahua,Chihuahua,Colonia,Nombre de Dios,31150
Tamaulipas,Matamoros,Colonia,Buenos Aires,87395
Coahuila de Zaragoza,Piedras Negras,Fraccionamiento,Deportivo,26089
Sonora,Etchojoa,Ejido,Campo Dieciocho,85285
Guerrero,San Miguel Totolapan,Pueblo,Pandoloma,40792
Oaxaca,Putla Villa de Guerrero,Barrio,Palo de Obo,71007
Baja California,Tijuana,Fraccionamiento,La Muralla,22253
Tabasco,Centro,Fraccionamiento,?ngeles Ixtacomitan,86280
Guanajuato,Apaseo el Grande,Colonia,Villas del Sur,38167
Chihuahua,Chihuahua,Colonia,Imperial,31150
Tamaulipas,Matamoros,Colonia,Francisco Villa Sur,87395
Jalisco,Cocula,Ejido,Tateposco,48525
Coahuila de Zaragoza,Piedras Negras,Colonia,El Maestro,26030
Baja California,Tijuana,Fraccionamiento,El Laurel II,22253
Tabasco,Centro,Fraccionamiento,Privada de Lagunas del Maurel,86019
Chihuahua,Chihuahua,Colonia,Leonardo Bravo,31150
Jalisco,Cocula,Ejido,Puerta Del Borrego,48526
Guerrero,San Miguel Totolapan,Pueblo,Huerta Vieja,40793
Baja California,Tijuana,Unidad habitacional,INFONAVIT Loma II,22450
Guanajuato,Apaseo el Grande,Hacienda,El Vicario,38176
Chihuahua,Chihuahua,Fraccionamiento,Los Nogales,31150
Tamaulipas,Matamoros,Colonia,Los Rosales,87395
Jalisco,Cocula,Ejido,La Cofradia de la Luz,48530
Coahuila de Zaragoza,Piedras Negras,Fraccionamiento,Guadalupe,26015
Baja California,Tijuana,Unidad habitacional,Militar,22636
Tabasco,Centro,Fraccionamiento,Real del Valle,86280
Distrito Federal,Xochimilco,Campamento,El Teoca,16888
Chihuahua,Chihuahua,Fraccionamiento,Sacramento I y II,31150
Jalisco,Cocula,Ejido,Santa Maria,48532
Guerrero,San Miguel Totolapan,Pueblo,El Terrero 2,40795
Baja California,Tijuana,Fraccionamiento,Isla Mujeres,22666
Tabasco,Macuspana,Colonia,San Joseito,86703
Tamaulipas,Matamoros,Colonia,Aeropuerto,87395
Puebla,Vicente Guerrero,Pueblo,San Luis del Pino,75909
Baja California,Tijuana,Fraccionamiento,La Escondida,22666
Distrito Federal,Cuajimalpa de Morelos,Residencial,Club de Golf Bosques,5214
Tabasco,Centro,Residencial,Residencial Villas del Sol,86100
Guanajuato,Apaseo el Grande,Colonia,La Azteca,38166
Puebla,Ajalpan,Pueblo,Ajalpan,75910
Chihuahua,Chihuahua,Colonia,Real San Juan,31150
Tamaulipas,Matamoros,Colonia,Jardines Del Sur,87395
Sonora,Etchojoa,Granja,San Fernando,85285
Guerrero,San Miguel Totolapan,Campamento,Hueyanalco,40796
Veracruz de Ignacio de la Llave,Yecuatla,Pueblo,Leona Vicario,93900
Baja California,Tijuana,Fraccionamiento,Fuentes del Sol,22665
Tabasco,Centro,Fraccionamiento,Puerta Grande,86287
Guanajuato,Apaseo el Grande,Colonia,Las Violetas,38166
Puebla,Ajalpan,Pueblo,Nativitas,75914
Chihuahua,Chihuahua,Colonia,San Carlos,31150
Coahuila de Zaragoza,Piedras Negras,Fraccionamiento,Valle Real,26069
Sonora,Etchojoa,Ejido,Campo de Santini,85285
Guerrero,San Miguel Totolapan,Pueblo,Laguna de Hueyanalco,40796
Veracruz de Ignacio de la Llave,Yecuatla,Colonia,Yecuatla Centro,93910
Baja California,Tijuana,Fraccionamiento,Colinas de Chapultepec,22025
Guanajuato,Apaseo el Grande,Colonia,Los Fresnos,38167
Hidalgo,Apan,Colonia,La Josefina,43907
Chihuahua,Chihuahua,Colonia,Morelos,31150
Coahuila de Zaragoza,Piedras Negras,Zona industrial,Parque Industrial Piedras Negras,26060
Sonora,Etchojoa,Granja,Marcela,85285
Guerrero,San Miguel Totolapan,Pueblo,Lindavista,40798
Baja California,Mexicali,Fraccionamiento,Victoria Residencial,21395
Guanajuato,Apaseo el Grande,Colonia,Obrera,38164
Puebla,Ajalpan,Hacienda,Buenavista,75914
Chihuahua,Chihuahua,Colonia,Gustavo Diaz Ordaz,31034
Baja California,Mexicali,Fraccionamiento,La Toscana Residencial,21378
Tabasco,Centro,Fraccionamiento,San Manuel,86284
Guanajuato,Apaseo el Grande,Pueblo,Ixtla (San Miguel de Ixtla),38170
Hidalgo,Apan,Equipamiento,Unidad Deportiva,43909
Coahuila de Zaragoza,Francisco I. Madero,Fraccionamiento,Pueblo Nuevo,27906
Puebla,Ajalpan,Pueblo,Pantzingo de Morelos,75914
Chihuahua,Chihuahua,Fraccionamiento,Francisco R Almada,31034
Sonora,Etchojoa,Granja,Gloria Elena,85285
Chiapas,Suchiate,Colonia,El Rosario,30840
Baja California,Tijuana,Fraccionamiento,Estrella del Mar,22544
Hidalgo,Apan,Colonia,Lomas de Chulco,43906
Puebla,Ajalpan,Pueblo,Tequexco,75914
Coahuila de Zaragoza,Monclova,Colonia,Guadalupe Camarillo,25790
Chihuahua,Chihuahua,Colonia,Reforma,31034
Guerrero,San Miguel Totolapan,Campamento,Valle de Santa Elena,40798
Chiapas,Suchiate,Colonia,El Roblar,30840
Guanajuato,Apaseo el Grande,Hacienda,Tierra Blanca,38170
Tabasco,Tenosique,Colonia,Certeza,86920
Coahuila de Zaragoza,Monclova,Colonia,Ciudad Sanitaria,25747
Veracruz de Ignacio de la Llave,Colipa,Pueblo,Colipa,93950
Tabasco,Centro,Fraccionamiento,Popular Manuel Silva,86284
Hidalgo,Apan,Colonia,Calvario,43909
Puebla,Ajalpan,Pueblo,Corral Macho,75914
Coahuila de Zaragoza,Monclova,Colonia,Jardines de La Salle,25720
Chihuahua,Chihuahua,Colonia,Ferrocarrilera,31034
Chiapas,Suchiate,Colonia,El Transito,30840
Baja California,Ensenada,Condominio,El Morro,22870
Tabasco,Centro,Fraccionamiento,Las Giraldas,86280
Guanajuato,Apaseo el Grande,Hacienda,Obraje de Ixtla,38170
Oaxaca,Constancia del Rosario,Pueblo,Constancia Del Rosario,71030
Veracruz de Ignacio de la Llave,Vega de Alatorre,Pueblo,Vega de Alatorre,93960
Tabasco,Comalcalco,Fraccionamiento,Graciela Pintado de Madrazo,86324
Coahuila de Zaragoza,Monclova,Fraccionamiento,Nuevo Industrial,25796
Tabasco,Centro,Residencial,La Huerta,86276
Puebla,Ajalpan,Pueblo,Santa Cruz Huitzmaloc,75917
Coahuila de Zaragoza,Monclova,Colonia,La Ribera,25748
Chihuahua,Chihuahua,Fraccionamiento,Industrias,31134
Chiapas,Suchiate,Colonia,26 de Julio,30840
Veracruz de Ignacio de la Llave,Vega de Alatorre,Ejido,Las Higueras,93965
Baja California,Tijuana,Residencial,Santa Paula,22635
Guanajuato,Apaseo el Grande,Hacienda,Ojo Zarco,38175
Tabasco,Teapa,Fraccionamiento,La Ceiba,86801
Coahuila de Zaragoza,Monclova,Colonia,Praderas,25796
Chihuahua,Chihuahua,Colonia,La Franja,31134
Tamaulipas,Matamoros,Fraccionamiento,Villa las Palmas,87400
Oaxaca,Mesones Hidalgo,Pueblo,Mesones Hidalgo,71040
Chiapas,Suchiate,Colonia,San Juan,30840
Veracruz de Ignacio de la Llave,Vega de Alatorre,Ejido,Monte Negro,93970
Guanajuato,Apaseo el Grande,Campamento,Las Adjuntas,38184
Tabasco,Macuspana,Fraccionamiento,15 de Agosto,86720
Chihuahua,Chihuahua,Colonia,San Patricio I y II,31134
Veracruz de Ignacio de la Llave,Vega de Alatorre,Pueblo,Emilio Carranza,93980
Baja California,Playas de Rosarito,Colonia,Santa Anita del Mar,22707
Guanajuato,Apaseo el Grande,Ejido,Ameche,38187
Puebla,Ajalpan,Pueblo,Chichicapa,75916
Coahuila de Zaragoza,Monclova,Colonia,Soledad Reyes,25740
Chihuahua,Chihuahua,Colonia,Sector Independencia,31134
Tamaulipas,Matamoros,Colonia,Los Fresnos,87440
Chiapas,Suchiate,Colonia,24 de Febrero,30840
Baja California,Playas de Rosarito,Colonia,Morelos,22707
Chihuahua,Chihuahua,Colonia,2 de Junio,31134
Chiapas,Suchiate,Colonia,Emiliano Zapata,30840
Baja California,Tijuana,Residencial,Lomas Terrabella,22203
Guanajuato,Apaseo el Grande,Hacienda,Castillo,38184
Coahuila de Zaragoza,Monclova,Colonia,Universitaria,25724
Tamaulipas,Matamoros,Colonia,La Herradura,87440
Chiapas,Suchiate,Barrio,Nuevo,30840
Baja California,Tijuana,Fraccionamiento,Real de Loma Bonita,22604
Guanajuato,Apaseo el Grande,Ejido,La Norita,38185
Tabasco,Comalcalco,Colonia,Las Brisas,86654
Coahuila de Zaragoza,Frontera,Colonia,Las Palmas,25669
Baja California,Tijuana,Parque industrial,Valle Sur,22604
Guanajuato,Apaseo el Grande,Ejido,Punta de Obrajuelo,38183
Chihuahua,Chihuahua,Colonia,Francisco Villa (Villa Vieja y Villa Nueva),31134
Tabasco,Centro,Fraccionamiento,Los Mezquites,86280
Chiapas,Bochil,Barrio,Juan Sabines,29770
Chihuahua,Chihuahua,Colonia,Valle de La Madrid,31455
Tamaulipas,Matamoros,Colonia,Francisco Izaguirre,87440
Baja California,Ensenada,Colonia,Contreras,22842
Tabasco,Centro,Fraccionamiento,Hacienda Casa Blanca,86280
Guanajuato,Apaseo el Grande,Hacienda,Obrajuelo,38180
Chiapas,Bochil,Barrio,Los Pinitos,29770
Tamaulipas,Matamoros,Colonia,La Barranquita,87444
Baja California,Tijuana,Colonia,Lomas de Tlatelolco,22254
Tabasco,Centro,Fraccionamiento,Jardines de Buenavista,86127
Chiapas,Bochil,Barrio,Orizaba,29770
Tabasco,Centro,Fraccionamiento,Bonampak,86127
Baja California,Playas de Rosarito,Parque industrial,Rosarito,22706
Chiapas,Bochil,Barrio,Morelos,29770
Chiapas,Bochil,Barrio,El Trapiche las Granjas,29770
Coahuila de Zaragoza,Monclova,Colonia,Emiliano Zapata Sur,25767
Chihuahua,Chihuahua,Fraccionamiento,Jardines del Norte o Mercedes,31130
Tamaulipas,Matamoros,Colonia,20 de Noviembre,87450
Baja California,Tecate,Fraccionamiento,Lomitas del Cuchuma,21447
Tabasco,Centro,Fraccionamiento,3er. Milenio,86256
Chihuahua,Chihuahua,Colonia,CTM (Ortiz),31130
Tamaulipas,Matamoros,Fraccionamiento,Las Bugambilias,87450
Baja California,Tecate,Fraccionamiento,Solidaridad,21449
Tabasco,Centro,Fraccionamiento,Monteceibas,86289
Guanajuato,Apaseo el Grande,Ejido,El Nacimiento,38195
Chiapas,Bochil,Barrio,Plan de Mirador,29770
Chihuahua,Chihuahua,Colonia,Gloria,31130
Tabasco,Centro,Colonia,Santa Isabel,86250
Chihuahua,Chihuahua,Colonia,Juan Escutia,31130
Tabasco,Centro,Conjunto habitacional,Tercer Milenio,86250
Guanajuato,Apaseo el Grande,Pueblo,San Pedro Tenango,38190
Chihuahua,Chihuahua,Colonia,Las Vegas,31130
Hidalgo,Tasquillo,Colonia,San Isidro,42380
Baja California,Tijuana,Colonia,Pedregal del Matamoros,22203
Tabasco,Huimanguillo,Ejido,La Lucha de Huimanguillo,86433
Chihuahua,Chihuahua,Colonia,Latinoamericano,31130
Baja California,Tijuana,Residencial,Villas Otay,22425
Tabasco,Tacotalpa,Ejido,Mexiquito,86890
Tamaulipas,Matamoros,Colonia,Manuel Cavazos Lerma,87453
Chiapas,Teopisca,Barrio,Zaragoza,29410
Oaxaca,San Pedro Amuzgos,Pueblo,Amuzgos,71070
Baja California,Ensenada,Fraccionamiento,Villas del Campo,22785
Distrito Federal,Azcapotzalco,Unidad habitacional,CROC 6 Olimpia,2109
Tabasco,Centro,Fraccionamiento,Los Gansos,86283
Guanajuato,Apaseo el Grande,Hacienda,La Labor,38196
Chihuahua,Chihuahua,Colonia,Monaco,31130
Tamaulipas,Matamoros,Colonia,Comunicadores,87453
Hidalgo,Mineral de la Reforma,Fraccionamiento,San Camilo,42180
Chiapas,Teopisca,Barrio,Ramajal,29410
Oaxaca,San Pedro Amuzgos,Pueblo,La Guadalupe,71070
Baja California,Ensenada,Colonia,Domingo Luna,22785
Tabasco,Centro,Fraccionamiento,Bicentenario,86290
Guanajuato,Apaseo el Grande,Ejido,La Palma,38196
Tamaulipas,Matamoros,Colonia,21 de Mayo,87453
Hidalgo,San Salvador,Barrio,El Rodrigo,42640
Oaxaca,San Pedro Amuzgos,Pueblo,San Pedro Amuzgos,71070
Baja California,Tijuana,Fraccionamiento,Hacienda Las Delicias,22163
Distrito Federal,Gustavo A. Madero,Unidad habitacional,FOVISSSTE,7320
Chiapas,Teopisca,Barrio,Miradero,29410
Baja California,Tijuana,Fraccionamiento,Los Valles,22164
Guanajuato,Apaseo el Grande,Colonia,El Molino de Arriba,38165
Tamaulipas,Matamoros,Colonia,Sindicato Carpinteros,87454
Guanajuato,Apaseo el Grande,Hacienda,Mayorazgo,38166
Tamaulipas,Matamoros,Colonia,Movimiento 18 de Octubre,87454
Oaxaca,La Reforma,Pueblo,La Reforma,71080
Distrito Federal,Iztapalapa,Unidad habitacional,La Concordia,9150
Chihuahua,Chihuahua,Colonia,Tierra y Libertad,31126
Oaxaca,La Reforma,Pueblo,Estanzuela Grande,71081
Distrito Federal,Iztapalapa,Unidad habitacional,Predio el Brillante,9160
Tabasco,Tacotalpa,Pueblo,Nuevo Centro Poblacional Roberto Madrazo Pintado,86874
Chihuahua,Chihuahua,Colonia,24 de Junio,31126
Oaxaca,La Reforma,Pueblo,El Porvenir,71087
Baja California,Mexicali,Fraccionamiento,San Esteban,21399
Distrito Federal,Iztapalapa,Unidad habitacional,El Tesoro,9780
Guanajuato,Comonfort,Colonia,Comonfort Centro,38200
Chihuahua,Chihuahua,Colonia,Santa Rosa y Anexo,31126
Tamaulipas,Matamoros,Colonia,Electricistas Sur,87455
Baja California,Mexicali,Fraccionamiento,Cantera Residencial,21395
Distrito Federal,Iztapalapa,Unidad habitacional,INFONAVIT,9780
Baja California,Mexicali,Fraccionamiento,Residencial Ibiza,21379
Distrito Federal,Iztapalapa,Unidad habitacional,Fividesu Avenida 3,9780
Tamaulipas,Matamoros,Colonia,San Manuel,87455
Baja California,Mexicali,Fraccionamiento,Residencial San Francisco,21188
Distrito Federal,Iztapalapa,Campamento,Predio San Rafael,9704
Sinaloa,Ahome,Ejido,Cereso Nuevo,81360
Baja California,Mexicali,Colonia,Primavera,21713
Tamaulipas,Matamoros,Fraccionamiento,Lomas de San Juan,87455
Oaxaca,Chalcatongo de Hidalgo,Pueblo,Chalcatongo de Hidalgo,71100
Veracruz de Ignacio de la Llave,Jalcomulco,Pueblo,Jalcomulco,94000
Sinaloa,Ahome,Ejido,Cuchilla de Cachoana,81310
Baja California,Mexicali,Fraccionamiento,La Antigua,21379
Chihuahua,Chihuahua,Fraccionamiento,Torres Rey,31126
Veracruz de Ignacio de la Llave,Jalcomulco,Pueblo,Tacotalpa,94000
Sinaloa,Ahome,Ejido,Albergue Louisiana,81367
Baja California,Mexicali,Fraccionamiento,Rivera Maya Residencial,21376
Tabasco,Centro,Fraccionamiento,Cosmos II,86017
Distrito Federal,Iztapalapa,Unidad habitacional,Prados,9704
Chihuahua,Chihuahua,Fraccionamiento,Adriana,31126
Tamaulipas,Matamoros,Colonia,Nueva Jerusalem,87455
Veracruz de Ignacio de la Llave,Jalcomulco,Pueblo,Santa Maria Tetetla,94019
Sinaloa,Ahome,Ejido,El Estero,81386
Baja California,Mexicali,Fraccionamiento,Villas Galicia,21137
Distrito Federal,Iztapalapa,Unidad habitacional,Huasipungo,9960
Guanajuato,Comonfort,Hacienda,Morales,38206
Tabasco,Nacajuca,Fraccionamiento,Quintas del Bosque,86247
Chihuahua,Chihuahua,Colonia,Anexo Barbarita,31126
Veracruz de Ignacio de la Llave,Tlaltetela,Pueblo,Tlaltetela,94020
Baja California,Playas de Rosarito,Fraccionamiento,Santa Isabel del Mar,22717
Distrito Federal,Iztapalapa,Unidad habitacional,Predio Maravillas,9800
Tabasco,Huimanguillo,Ejido,San Manuel Tenerife,86430
Guanajuato,Comonfort,Hacienda,Rinconcillo (Rinconcillo de los Remedios),38206
Sinaloa,El Fuerte,Ejido,Campo Seco (3 de Mayo),81874
Veracruz de Ignacio de la Llave,Tlaltetela,Pueblo,Poxtla,94021
Jalisco,Ejutla,Pueblo,Ejutla,48680
Baja California,Playas de Rosarito,Fraccionamiento,Mar de Popotla,22716
Guanajuato,Comonfort,Hacienda,San Pablo,38206
Sinaloa,Guasave,Ejido,5 de Mayo (Agua Blanca),81101
Chihuahua,Chihuahua,Fraccionamiento,Santa Monica,31126
Veracruz de Ignacio de la Llave,Tenampa,Pueblo,Tenampa,94030
Baja California,Playas de Rosarito,Fraccionamiento,Terrazas del Mar,22717
Guanajuato,Comonfort,Colonia,Empalme Escobedo Centro,38210
Sinaloa,Sinaloa,Poblado comunal,Cubiri de La Loma,81900
Chihuahua,Chihuahua,Colonia,Zootecnia,31453
Tabasco,Centro,Fraccionamiento,Brisa del Usumacinta,86100
Baja California,Playas de Rosarito,Fraccionamiento,Villas San ?ngel,22717
Sinaloa,Sinaloa,Poblado comunal,Agua Blanca,81906
Chihuahua,Chihuahua,Colonia,Granjas Universitarias,31453
Veracruz de Ignacio de la Llave,Totutla,Pueblo,Cosolapa,94050
Baja California,Playas de Rosarito,Fraccionamiento,Villas de San Pedro,22740
Tabasco,Nacajuca,Fraccionamiento,Tabasco I,86246
Veracruz de Ignacio de la Llave,Totutla,Ejido,Totutla,94050
Baja California,Playas de Rosarito,Fraccionamiento,Costa Hermosa,22740
Tabasco,Nacajuca,Fraccionamiento,Tabasco II,86246
Sinaloa,Sinaloa,Ejido,El Coyote,81997
Chihuahua,Chihuahua,Colonia,Infonavit Nacional,31120
Tamaulipas,Matamoros,Colonia,Salinas de Gortari,87456
Chiapas,Tapachula,Colonia,La Popular 2,30799
Veracruz de Ignacio de la Llave,Totutla,Ejido,Zapotitla,94050
Sinaloa,Ahome,Ejido,Vallejo (Porvenir Vallejo),81304
Baja California,Playas de Rosarito,Fraccionamiento,Fundadores,22740
Tabasco,Nacajuca,Fraccionamiento,Brisas del Carrizal,86246
Chihuahua,Chihuahua,Colonia,Churubusco,31120
Veracruz de Ignacio de la Llave,Totutla,Ejido,Mata Obscura,94054
Sinaloa,Ahome,Ejido,Emigdio Ruiz,81345
